OperationId,ModuleId,ShelfIndex,PictureLeftBefore,PictureRightBefore,PictureLeftAfter,PictureRightAfter,ShelfReview
873744841402649,248814161989704,2,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/748188604712361/PicturesAfter/raw/camera-CL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/748188604712361/PicturesAfter/raw/camera-CR.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/873744841402649/PicturesAfter/raw/camera-CL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/873744841402649/PicturesAfter/raw/camera-CR.jpg,0|0|0|0
873744841402649,248814161989704,3,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/748188604712361/PicturesAfter/raw/camera-DL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/748188604712361/PicturesAfter/raw/camera-DR.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/873744841402649/PicturesAfter/raw/camera-DL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/873744841402649/PicturesAfter/raw/camera-DR.jpg,0|0|0|-1|-1
876672324282341,248814161989704,0,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/811073266440544/PicturesAfter/raw/camera-AL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/811073266440544/PicturesAfter/raw/camera-AR.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/876672324282341/PicturesAfter/raw/camera-AL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/876672324282341/PicturesAfter/raw/camera-AR.jpg,0|0|0|0
876672324282341,248814161989704,1,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/811073266440544/PicturesAfter/raw/camera-BL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/811073266440544/PicturesAfter/raw/camera-BR.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/876672324282341/PicturesAfter/raw/camera-BL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/876672324282341/PicturesAfter/raw/camera-BR.jpg,0|0|0|0
876672324282341,248814161989704,2,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/811073266440544/PicturesAfter/raw/camera-CL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/811073266440544/PicturesAfter/raw/camera-CR.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/876672324282341/PicturesAfter/raw/camera-CL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/876672324282341/PicturesAfter/raw/camera-CR.jpg,0|0|0|0
876672324282341,248814161989704,3,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/811073266440544/PicturesAfter/raw/camera-DL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/811073266440544/PicturesAfter/raw/camera-DR.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/876672324282341/PicturesAfter/raw/camera-DL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/876672324282341/PicturesAfter/raw/camera-DR.jpg,0|0|0|-1|0
882318217391857,248814161989704,0,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/892134417443159/PicturesAfter/raw/camera-AL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/892134417443159/PicturesAfter/raw/camera-AR.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/882318217391857/PicturesAfter/raw/camera-AL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/882318217391857/PicturesAfter/raw/camera-AR.jpg,0|0|0|0
882318217391857,248814161989704,1,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/892134417443159/PicturesAfter/raw/camera-BL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/892134417443159/PicturesAfter/raw/camera-BR.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/882318217391857/PicturesAfter/raw/camera-BL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/882318217391857/PicturesAfter/raw/camera-BR.jpg,0|0|0|0
882318217391857,248814161989704,2,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/892134417443159/PicturesAfter/raw/camera-CL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/892134417443159/PicturesAfter/raw/camera-CR.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/882318217391857/PicturesAfter/raw/camera-CL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/882318217391857/PicturesAfter/raw/camera-CR.jpg,0|0|0|0
882318217391857,248814161989704,3,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/892134417443159/PicturesAfter/raw/camera-DL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/892134417443159/PicturesAfter/raw/camera-DR.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/882318217391857/PicturesAfter/raw/camera-DL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/882318217391857/PicturesAfter/raw/camera-DR.jpg,0|0|0|-1|0
882615088626418,248814161989704,0,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/798266055090520/PicturesAfter/raw/camera-AL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/798266055090520/PicturesAfter/raw/camera-AR.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/882615088626418/PicturesAfter/raw/camera-AL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/882615088626418/PicturesAfter/raw/camera-AR.jpg,0|0|0|0
882615088626418,248814161989704,1,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/798266055090520/PicturesAfter/raw/camera-BL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/798266055090520/PicturesAfter/raw/camera-BR.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/882615088626418/PicturesAfter/raw/camera-BL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/882615088626418/PicturesAfter/raw/camera-BR.jpg,0|0|-1|0
882615088626418,248814161989704,2,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/798266055090520/PicturesAfter/raw/camera-CL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/798266055090520/PicturesAfter/raw/camera-CR.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/882615088626418/PicturesAfter/raw/camera-CL.jpg,https://nuministorageprod.blob.core.windows.net/operation-resources/Operations/882615088626418/PicturesAfter/raw/camera-CR.jpg,0|0|0|0
